"#","appeal_matrix","code","fattore_scelta","list_raggiungibili","location","name","out_edges","popolazione","popolazione_old","stop_raggiungibili","vicini_geo"
"236","[[2,2,2,2,2,2,2,2,2,2],[4,4,4,4,4,9,4,4,4,4],[28,28,28,28,28,73,28,28,28,28],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[14,24,24,25,30,47,41,33,8,8]] as matrix","1723","[0.6066321760335965,0.7789012698208295,0.9650159566799671,0.0001,0.0001,0.8825970404745748]","[]","{61.73999999999978,58.98999999999796,0.0}","'Potenza'","[]","2","1","[236 as bus_stop]","[236 as bus_stop,296 as bus_stop]"
"237","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[3,2,2,2,2,2,2,1,1,1],[76,18,18,31,22,22,14,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1]] as matrix","126","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{38.95999999999913,4.9100000000034925,0.0}","'Palasport'","[117 as wedge]","6","0","[169 as bus_stop,237 as bus_stop,326 as bus_stop,392 as bus_stop,406 as bus_stop]","[74 as bus_stop,157 as bus_stop,237 as bus_stop,392 as bus_stop]"
"238","[[257,70,70,113,88,100,69,21,3,3],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[3,3,3,3,3,3,3,2,2,2],[45,12,12,19,15,14,10,2,2,2],[3,3,3,3,3,3,3,2,2,2]] as matrix","2093","[0.7166321067174783,0.0001,0.0001,0.6066321760335965,0.6066321760335965,0.6066321760335965]","[]","{54.70999999999913,26.720000000001164,0.0}","'Revello'","[373 as wedge]","3","1","[38 as bus_stop,40 as bus_stop,41 as bus_stop,238 as bus_stop,272 as bus_stop]","[238 as bus_stop,290 as bus_stop,362 as bus_stop]"
"239","[[7,12,12,12,12,9,7,7,6,6],[133,148,148,169,158,114,45,19,6,6],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","1548","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{50.36000000000058,7.099999999998545,0.0}","'Renier'","[162 as wedge]","1","0","[19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,124 as bus_stop,137 as bus_stop,145 as bus_stop,168 as bus_stop,198 as bus_stop,211 as bus_stop,213 as bus_stop,215 as bus_stop,219 as bus_stop,224 as bus_stop,230 as bus_stop,239 as bus_stop,246 as bus_stop,258 as bus_stop,263 as bus_stop,275 as bus_stop,279 as bus_stop,280 as bus_stop,289 as bus_stop,295 as bus_stop,311 as bus_stop,316 as bus_stop,320 as bus_stop,325 as bus_stop,331 as bus_stop,340 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,380 as bus_stop,382 as bus_stop,402 as bus_stop,414 as bus_stop,415 as bus_stop,422 as bus_stop,426 as bus_stop,428 as bus_stop]","[195 as bus_stop,239 as bus_stop]"
"240","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","864","[0.0001,0.0001,0.0001,0.0001,0.0001,0.0001]","[]","{23.44000000000051,28.389999999999418,0.0}","'Fidia'","[13 as wedge,183 as wedge]","0","5","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,77 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,163 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,181 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,295 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,340 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,401 as bus_stop,402 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop]","[196 as bus_stop,240 as bus_stop,388 as bus_stop]"
"241","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","856","[0.0001,0.0001,0.0001,0.0001,0.0001,0.0001]","[]","{10.80999999999949,28.400000000001455,0.0}","'Val Lagarina'","[88 as wedge]","0","4","[13 as bus_stop,241 as bus_stop]","[241 as bus_stop,408 as bus_stop]"
"242","[[420,110,110,179,137,151,101,26,5,5],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[48,27,25,30,27,21,13,9,9,9],[1373,559,442,708,551,434,159,9,9,9],[17,13,13,14,13,12,10,9,9,9]] as matrix","5","[0.8188310805696936,0.0001,0.0001,0.8949394272882436,0.8949394272882436,0.8949394272882436]","[]","{35.69000000000051,33.33999999999651,0.0}","'Exilles'","[96 as wedge]","2","1","[13 as bus_stop,14 as bus_stop,15 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,77 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,151 as bus_stop,163 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,181 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,295 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,401 as bus_stop,402 as bus_stop,404 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop]","[103 as bus_stop,242 as bus_stop,409 as bus_stop]"
"243","[[10,17,17,18,19,22,18,15,7,7],[107,35,35,51,41,40,27,9,7,7],[8,10,10,10,11,11,11,9,7,7],[8,10,10,10,11,11,11,9,7,7],[8,14,14,14,19,11,12,8,7,7],[173,186,186,214,200,138,52,19,7,7]] as matrix","192","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{74.93000000000029,44.87999999999738,0.0}","'Livorno'","[55 as wedge,133 as wedge]","0","0","[7 as bus_stop,8 as bus_stop,9 as bus_stop,13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,29 as bus_stop,31 as bus_stop,33 as bus_stop,38 as bus_stop,39 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,64 as bus_stop,65 as bus_stop,67 as bus_stop,81 as bus_stop,82 as bus_stop,83 as bus_stop,84 as bus_stop,86 as bus_stop,87 as bus_stop,88 as bus_stop,89 as bus_stop,95 as bus_stop,97 as bus_stop,100 as bus_stop,106 as bus_stop,109 as bus_stop,110 as bus_stop,115 as bus_stop,117 as bus_stop,119 as bus_stop,120 as bus_stop,126 as bus_stop,129 as bus_stop,130 as bus_stop,134 as bus_stop,135 as bus_stop,136 as bus_stop,138 as bus_stop,148 as bus_stop,149 as bus_stop,151 as bus_stop,158 as bus_stop,161 as bus_stop,164 as bus_stop,165 as bus_stop,166 as bus_stop,169 as bus_stop,171 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,199 as bus_stop,202 as bus_stop,206 as bus_stop,209 as bus_stop,211 as bus_stop,216 as bus_stop,218 as bus_stop,224 as bus_stop,227 as bus_stop,234 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,243 as bus_stop,246 as bus_stop,247 as bus_stop,248 as bus_stop,249 as bus_stop,251 as bus_stop,253 as bus_stop,256 as bus_stop,263 as bus_stop,266 as bus_stop,267 as bus_stop,268 as bus_stop,271 as bus_stop,272 as bus_stop,276 as bus_stop,277 as bus_stop,281 as bus_stop,286 as bus_stop,289 as bus_stop,293 as bus_stop,297 as bus_stop,303 as bus_stop,304 as bus_stop,306 as bus_stop,310 as bus_stop,314 as bus_stop,316 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,328 as bus_stop,333 as bus_stop,334 as bus_stop,336 as bus_stop,339 as bus_stop,340 as bus_stop,341 as bus_stop,343 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,363 as bus_stop,364 as bus_stop,365 as bus_stop,373 as bus_stop,375 as bus_stop,377 as bus_stop,379 as bus_stop,381 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,396 as bus_stop,398 as bus_stop,399 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,418 as bus_stop,421 as bus_stop,433 as bus_stop,434 as bus_stop]","[128 as bus_stop,150 as bus_stop,243 as bus_stop,376 as bus_stop]"
"244","[[3,9,9,9,10,16,15,12,3,3],[3,9,9,9,10,16,15,12,3,3],[3,9,9,9,10,16,15,12,3,3],[3,4,4,4,4,4,4,4,3,3],[3,37,37,37,49,88,77,60,3,3],[0,0,0,0,0,0,0,0,0,0]] as matrix","2153","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{59.42000000000007,45.26000000000204,0.0}","'Moncenisio'","[367 as wedge]","0","0","[75 as bus_stop,169 as bus_stop,201 as bus_stop,212 as bus_stop,217 as bus_stop,237 as bus_stop,244 as bus_stop,262 as bus_stop,284 as bus_stop,326 as bus_stop,327 as bus_stop,329 as bus_stop,378 as bus_stop,384 as bus_stop,386 as bus_stop,392 as bus_stop,406 as bus_stop]","[133 as bus_stop,244 as bus_stop,312 as bus_stop]"
"245","[[119,28,28,47,34,34,21,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[7,6,6,90,89,89,89,89,5,5],[73,21,21,44,37,37,29,18,5,5],[6,6,6,21,21,21,21,21,5,5]] as matrix","117","[0.36798311994746014,0.0001,0.0001,0.8188310805696936,0.8188310805696936,0.8188310805696936]","[]","{48.25,33.18000000000029,0.0}","'Rivoli Sud'","[29 as wedge,275 as wedge]","0","1","[116 as bus_stop,140 as bus_stop,167 as bus_stop,223 as bus_stop,245 as bus_stop,291 as bus_stop,370 as bus_stop]","[0 as bus_stop,82 as bus_stop,167 as bus_stop,204 as bus_stop,216 as bus_stop,245 as bus_stop,346 as bus_stop]"
"246","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[21,66,66,68,84,145,126,99,12,12]] as matrix","1555","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{67.20000000000073,25.459999999999127,0.0}","'Palagiustizia'","[157 as wedge,421 as wedge]","3","0","[124 as bus_stop,224 as bus_stop,246 as bus_stop,275 as bus_stop,289 as bus_stop,295 as bus_stop,316 as bus_stop,340 as bus_stop,380 as bus_stop,414 as bus_stop,422 as bus_stop]","[36 as bus_stop,40 as bus_stop,104 as bus_stop,246 as bus_stop,380 as bus_stop]"
"247","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[12,34,34,35,43,75,65,50,5,5],[310,79,79,130,98,105,69,15,5,5],[6,12,12,12,14,21,18,15,5,5],[6,12,12,12,14,20,18,15,5,5]] as matrix","1982","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{17.790000000000873,49.849999999998545,0.0}","'Servais Capolinea'","[271 as wedge]","2","0","[7 as bus_stop,8 as bus_stop,9 as bus_stop,87 as bus_stop,89 as bus_stop,100 as bus_stop,130 as bus_stop,135 as bus_stop,149 as bus_stop,171 as bus_stop,247 as bus_stop,248 as bus_stop,256 as bus_stop,293 as bus_stop,314 as bus_stop,333 as bus_stop,377 as bus_stop,418 as bus_stop]","[247 as bus_stop,250 as bus_stop]"
"248","[[10,6,6,7,6,9,6,5,5,5],[214,50,50,86,62,62,39,4,4,4],[5,4,4,4,4,5,4,4,4,4],[4,4,4,4,4,4,4,4,4,4],[8,8,8,8,8,15,8,8,8,8],[397,124,124,183,144,214,104,46,46,46]] as matrix","440","[0.670420582290818,0.6066314178745364,0.6066314178745364,0.6066314178745364,0.7789010264463834,0.9575533771180327]","[]","{38.95999999999913,43.95999999999913,0.0}","'Capelli'","[217 as wedge]","1","2","[7 as bus_stop,8 as bus_stop,9 as bus_stop,87 as bus_stop,89 as bus_stop,100 as bus_stop,130 as bus_stop,135 as bus_stop,248 as bus_stop,293 as bus_stop,333 as bus_stop,377 as bus_stop,418 as bus_stop]","[248 as bus_stop,396 as bus_stop,433 as bus_stop]"
"249","[[6,4,4,4,4,4,4,3,3,3],[5,4,4,4,4,4,4,3,3,3],[5,4,4,4,4,4,4,3,3,3],[1083,243,243,423,303,303,183,3,3,3],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","1226","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{49.659999999999854,3.349999999998545,0.0}","'Tolmino'","[281 as wedge]","1","0","[169 as bus_stop,237 as bus_stop,249 as bus_stop,318 as bus_stop,326 as bus_stop,392 as bus_stop,406 as bus_stop]","[93 as bus_stop,229 as bus_stop,249 as bus_stop,394 as bus_stop,403 as bus_stop]"
"250","[[16,59,59,59,74,128,112,88,11,11],[229,70,70,106,85,97,70,28,11,11],[12,22,22,22,25,37,34,28,11,11],[12,22,22,22,25,37,34,28,11,11],[12,12,12,12,12,12,12,12,11,11],[374,160,160,220,202,281,218,124,11,11]] as matrix","2512","[0.6952441581983535,0.6952441581983535,0.6952441581983535,0.6952441581983535,0.6952441581983535,0.6952441581983535]","[]","{17.920000000000073,49.54000000000087,0.0}","'Servais Capolinea'","[398 as wedge]","1","4","[13 as bus_stop,14 as bus_stop,15 as bus_stop,31 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,77 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,151 as bus_stop,163 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,181 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,216 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,267 as bus_stop,276 as bus_stop,278 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,379 as bus_stop,381 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,401 as bus_stop,404 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop]","[234 as bus_stop,247 as bus_stop,250 as bus_stop]"
"251","[[5,8,8,8,9,12,12,10,5,5],[5,6,6,6,6,6,6,6,5,5],[5,24,24,24,30,52,46,37,5,5],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[2,30,30,30,39,71,62,48,2,2]] as matrix","955","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{55.159999999999854,34.41000000000349,0.0}","'Racconigi'","[276 as wedge]","3","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,77 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,163 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,181 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,289 as bus_stop,295 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,340 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,401 as bus_stop,402 as bus_stop,404 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop,426 as bus_stop]","[22 as bus_stop,110 as bus_stop,251 as bus_stop]"
"252","[[894,326,326,473,414,550,413,208,13,13],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[6,18,18,68,72,88,83,76,4,4],[58,19,19,36,31,34,27,17,4,4],[5,8,8,17,18,21,20,19,4,4]] as matrix","1917","[0.9260611334328718,0.0001,0.0001,0.7789012698208295,0.7789012698208295,0.7789012698208295]","[]","{14.6200000000008,44.62000000000262,0.0}","'Antica Di Collegno Ovest'","[385 as wedge]","1","1","[13 as bus_stop,14 as bus_stop,15 as bus_stop,77 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,151 as bus_stop,163 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,181 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,216 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,267 as bus_stop,276 as bus_stop,278 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,317 as bus_stop,322 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,379 as bus_stop,381 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,401 as bus_stop,404 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,416 as bus_stop,417 as bus_stop]","[111 as bus_stop,252 as bus_stop,260 as bus_stop]"
